-2.451689868810159396e+02,-5.736424081116116440e+02,-1.389072345256860501e+02,2.475321543187031281e+01,1.788060083980042592e+01,3.449095725320527350e+01,6.003362328414423743e+00,7.683035032449319068e-01,2.619114065694619686e+00,1.141659129053684385e+00,-5.101300000000000168e+00
7.155635006375687226e+03,4.250674869903616582e+02,2.404977313843031084e+01,-4.955436602530877366e+01,-2.919325520550555808e+01,9.930083374174730082e+00,5.666358567087158293e-02,-9.044888303572884425e-01,-8.373353338799370826e-01,-3.281219074372029865e-01,-5.134800000000000253e+00
7.156473217521734114e+03,4.190897296149366298e+02,2.002928379584375662e+01,-5.475560767899482073e+01,-1.886866624723259633e+01,4.076167462721457468e+00,-4.710825445710828951e+00,7.634352041459994132e-01,9.571894491212203093e-02,-7.184206443932410480e-01,-5.136899999999999800e+00
7.157466786098420016e+03,4.093460230961288744e+02,3.111588353131301332e+01,-5.683865215770941859e+01,-1.464367020337164149e+01,1.094066235959523326e+01,2.283538836796372262e+00,9.819837754963338661e-01,-1.055193551944833441e+00,-7.694754123916315303e-01,-5.097000000000000419e+00
-2.474679338299937399e+02,-5.523370671380881731e+02,-1.554132265691634700e+02,3.469411747094029863e+01,1.749251385983595242e+01,3.108838587167740997e+01,-3.139769132353815273e+00,-1.586039015549751241e+00,5.062387192128292579e-01,6.376249855639223307e-01,-5.105999999999999872e+00
7.153336249443602355e+03,4.452411973995468202e+02,1.255635017273290543e+01,-2.806851614972689646e+01,-4.900557990383759233e+01,-8.873521418915961689e+00,-7.956012010734887785e-02,2.082334136010439707e+00,-3.242412681920566531e+00,-1.605878861332177054e+00,-5.125300000000000189e+00
7.157440068365052866e+03,4.119727726074161751e+02,2.622611029351831391e+01,-3.533373885022965055e+01,-1.354700407608526724e+01,1.152756536001638032e+01,1.099386891860852922e+00,7.827031653919750420e-01,4.089939075934112545e+00,2.341452094248956506e+00,-5.080199999999999605e+00
7.157670013933278824e+03,4.088229576109787899e+02,3.029970085039731842e+01,-4.505725284002583209e+01,-1.368759952345845221e+01,7.469190828008322569e+00,4.350555991591328109e+00,2.400537176529595751e+00,-8.139773292445271480e-01,-1.706697736025007961e+00,-5.101700000000000124e+00
-2.453822940893276723e+02,-5.720528165216842353e+02,-1.388672184626469743e+02,2.577560793530718186e+01,1.774304256267978630e+01,2.822435482329942147e+01,6.560424043152210949e+00,-4.540507241352486290e+00,4.793766833997132326e-01,-2.127627739106229043e+00,-5.109200000000000408e+00
7.158194629280214031e+03,4.064793869307139857e+02,2.406518930816079660e+01,-2.921255223486081576e+01,-4.791325337374948035e+00,-1.031046003914955911e+01,1.773363503114144368e+00,-1.461979927527493839e+00,-4.504767638578942579e-01,-1.535058393662261489e+00,-5.110299999999999621e+00
7.162836942128503324e+03,3.701709317143619842e+02,2.281648792925910740e+01,-6.004422782199142006e+01,3.794364121315782512e+01,1.583355800352652110e-01,-1.237294425098400374e+01,-1.740389239859641557e-01,-1.149418350095001928e+00,-4.442205674154526274e-01,-5.108999999999999986e+00
7.160217273575476611e+03,3.866931070971215263e+02,4.447961206469373963e+01,-4.880492107617826036e+01,1.671869439626395559e+00,1.282069216394925704e+01,1.239767392067531304e+01,8.008065046299881473e+00,1.647084875375795399e+00,-3.098731066952193913e-01,-5.087699999999999889e+00
-2.480783791069962945e+02,-5.500712592169682011e+02,-1.439234444741192362e+02,3.047833641540105987e+01,-2.073806429841175358e+00,4.174095240660375339e+01,5.800278286981214393e+00,-5.856078300113347623e-01,-2.251039075386609856e+00,-1.916169616160666056e+00,-5.125899999999999679e+00
7.161017333908498586e+03,3.831943610216896445e+02,2.460106531030000099e+01,-5.406015439034097625e+01,6.461093993822631942e-01,-7.908567601776831602e+00,-5.238657702285858697e+00,-3.570125082544771011e+00,4.408345261240874002e+00,6.246130869208569081e+00,-5.123999999999999666e+00
7.155225568590391049e+03,4.297068493728850171e+02,1.892976399034667168e+01,-3.591650194405148966e+01,-3.017546289408897664e+01,2.247133399965002276e+00,-8.048137635920454835e-01,-5.336755634730196152e-02,-9.047278046961285680e-01,3.528448142466260040e-01,-5.099800000000000111e+00
-2.447403054002459157e+02,-5.759929573417540496e+02,-1.410362802136007190e+02,2.011992448880476658e+01,3.355591042379145961e+01,4.720662455346208475e+01,1.353090686605742832e+00,5.338116259670007135e-01,9.558499303708584804e+00,7.173141757166295207e+00,-5.091400000000000148e+00
